part_id,stock_level,cost_price,entry_date
SP-467,397,$66.85,2025-05-14
SP-459,349,230,2024-02-04
SP-304,176,$259.44,2025-01-24
SP-247,337,$295.73,"Jul 12, 2024"
SP-213,394,232.01,2024-01-16
SP-259,69,434,02/26/24
SP-347,124,55.18,2024-10-14
SP-106,329,369,"Feb 17, 2024"
SP-232,296,242.6,10/21/24
SP-213,74,295.28,04/27/25
SP-249,LOW,$130.94,2025-05-24
SP-352,477,$69.21,2024-12-13
SP-232,Low Stock,69,"Dec 13, 2024"
SP-141,254,424.08,2024-01-25
SP-115,152,92,09/30/24
SP-464,UNAVAILABLE,183.13,"Jun 13, 2025"
SP-382,Low Stock,237.45,2025-07-02T00:00:00
SP-378,42,$69.99,2025-07-26T00:00:00
SP-491,256,$197.41,"Mar 18, 2025"
SP-163,357,85.46,"Jun 07, 2025"
SP-234,321,$63.12,2025-06-04
SP-172,356,19.55,12/23/24
SP-435,107,392.66,08/06/24
SP-424,233,116.37,02/13/24
SP-331,LOW,,"Jul 08, 2024"
SP-166,200,114.35,02/11/24
SP-297,Low Stock,380.15,2025-06-30
SP-189,493,$118.18,2025-06-04
SP-350,148,405.86,11/26/24
SP-283,145,81.14,2024-05-01T00:00:00
SP-190,Out of Stock,118.05,2025-05-04
SP-353,208,276.49,"Mar 05, 2024"
SP-374,177,110.86,"Jan 15, 2025"
SP-135,189,289.49,2024-02-17
SP-414,440,213.69,06/19/24
SP-325,335,315.62,2024-05-06
SP-388,Low Stock,420.11,2024-08-10
SP-112,382,$263.81,2024-10-24
SP-336,,$194.57,2024-12-10
SP-391,67,72.67,"Oct 09, 2024"
SP-327,,$140.64,03/20/25
SP-362,497,59.18,"Feb 27, 2024"
SP-398,435,$323.25,2025-02-25
SP-398,324,267.27,2025-02-23
SP-153,369,75,2025-07-21
SP-314,270,51.58,"Feb 08, 2024"
SP-260,406,349.9,2025-06-20
SP-296,145,440.13,2024-12-16
SP-444,477,376.51,"Aug 18, 2024"
SP-192,165,430.8,"Oct 18, 2024"
SP-253,162,$238.32,10/08/24
SP-140,Low Stock,233,"May 17, 2024"
SP-449,LOW,17.79,2025-02-10
SP-278,191,$311.88,06/23/24
SP-169,71,194.43,2025-07-11
SP-432,484,$352.42,2025-05-08
SP-451,low stock,328.46,2024-03-07
SP-478,103,$270.30,"Sep 15, 2024"
SP-190,100,$19.13,05/12/25
SP-440,LOW,$270.22,2024-02-10
SP-412,472,338.1,2024-03-15
SP-408,None,,2024-05-05
SP-299,,207,"Jul 07, 2025"
SP-328,104,$72.72,2025-03-14
SP-436,225,315.79,2024-04-13
SP-150,low stock,377.68,2024-07-24
SP-460,296,$310.04,"Aug 08, 2024"
SP-240,36,288.2,05/19/24
SP-400,low stock,324.58,2024-02-01
SP-409,114,297,2024-09-23
SP-265,349,26.42,2024-02-26
SP-321,114,211.6,2024-06-21
SP-163,175,432.25,05/17/25
SP-447,212,409,2024-02-12
SP-148,345,346.21,05/16/24
SP-265,,280,2024-11-09
SP-319,175,163,"Jan 25, 2024"
SP-196,419,367.22,"Sep 23, 2024"
SP-123,,106.12,2024-07-22
SP-211,,86.38,"Nov 17, 2024"
SP-381,271,$399.80,2024-08-14
SP-228,LOW,45,06/27/24
SP-471,189,$151.65,"Jan 30, 2024"
SP-273,189,$416.14,"Mar 26, 2024"
SP-374,73,438.88,2025-07-03
SP-124,UNAVAILABLE,433.62,"Aug 06, 2024"
SP-136,243,140.37,"Jun 29, 2025"
SP-300,UNAVAILABLE,137.4,"Jul 20, 2024"
SP-167,209,$229.20,2024-09-22
SP-331,460,410,06/12/24
SP-497,352,19.13,2025-04-22
SP-216,Out of Stock,$92.92,2024-05-18
SP-404,335,376.29,10/30/24
SP-429,Low Stock,169.35,07/12/25
SP-131,499,175.62,"Feb 14, 2025"
SP-129,215,426.86,2024-06-22
SP-142,280,408.54,06/13/24
SP-409,11,$301.33,"May 24, 2024"
SP-389,Low Stock,363,"Jun 20, 2025"
SP-254,,227.13,2024-12-14
SP-217,198,32.9,07/29/25
SP-457,66,$106.51,2025-04-07
SP-207,352,,"Nov 23, 2024"
SP-452,231,$272.01,11/17/24
SP-164,474,119.02,02/16/25
SP-211,179,34.76,"May 24, 2025"
SP-402,218,$425.88,"Mar 15, 2024"
SP-400,,$416.46,2024-06-30
SP-466,343,$225.77,"Feb 25, 2024"
SP-351,306,396,"Jun 26, 2025"
SP-335,101,325.93,11/02/24
SP-357,392,$188.09,"May 16, 2025"
SP-165,29,311.11,"Sep 21, 2024"
SP-438,,$268.79,2025-07-10
SP-234,,357,2024-10-05
SP-426,281,$440.37,"Oct 26, 2024"
SP-277,UNAVAILABLE,260.18,2024-05-16
SP-355,221,336.5,2025-07-20T00:00:00
SP-356,357,$321.64,"Aug 20, 2024"
SP-331,None,240.95,"Dec 05, 2024"
SP-223,UNAVAILABLE,$431.50,10/31/24
SP-260,low stock,81.22,"Feb 13, 2025"
SP-298,125,148,2024-09-02
SP-439,193,429.34,"Aug 06, 2024"
SP-156,428,$397.96,2024-02-01
SP-300,349,376,06/28/25
SP-294,466,422,2025-03-11
SP-499,LOW,252.41,"Jan 23, 2025"
SP-185,332,315.2,06/02/24
SP-448,Out of Stock,76.65,2024-01-19
SP-465,Out of Stock,$286.32,"Oct 19, 2024"
SP-382,157,124.81,"Mar 09, 2025"
SP-254,low stock,250.54,07/30/24
SP-196,480,413.18,2025-02-04
SP-255,310,369.8,2025-07-18
SP-434,455,$353.04,"Jul 23, 2024"
SP-367,,,"Mar 15, 2024"
SP-472,low stock,$23.40,2025-05-24
SP-291,Low Stock,72.45,03/30/24
SP-422,60,61.02,"Apr 15, 2024"
SP-474,324,97.62,11/22/24
SP-477,182,404.01,"Apr 16, 2024"
SP-439,386,$438.95,"Dec 15, 2024"
SP-310,352,$138.42,02/04/25
SP-326,,$118.51,"Feb 03, 2024"
SP-115,,73.46,2025-01-20
SP-167,100,283.26,"Apr 13, 2025"
SP-152,122,$134.81,04/12/25
SP-306,low stock,73.14,"Feb 06, 2024"
SP-254,Low Stock,241,09/01/24
SP-212,Low Stock,329,2025-03-08T00:00:00
SP-419,478,53.22,2024-09-20
SP-421,,55.21,2024-09-07
SP-208,UNAVAILABLE,$283.96,08/04/24
SP-116,257,438.63,04/30/25
SP-326,UNAVAILABLE,,2025-06-15
SP-361,UNAVAILABLE,143.27,2024-03-01
SP-118,271,332.27,2024-09-01
SP-265,49,47.98,"Jun 23, 2025"
SP-412,,$94.38,01/19/25
SP-473,,427.78,2025-05-05
SP-491,240,84.65,2024-08-01T00:00:00
SP-262,Out of Stock,93,"Jan 21, 2025"
SP-101,39,$178.33,"Mar 05, 2025"
SP-403,431,211.76,2024-06-27
SP-226,290,374.33,05/22/25
SP-330,306,327.12,10/31/24
SP-174,210,355,"Feb 16, 2025"
SP-274,58,316.68,2025-02-25
SP-358,23,$186.53,09/07/24
SP-326,252,$110.47,"Dec 20, 2024"
SP-377,291,$136.95,2025-05-16
SP-498,264,305.37,2024-06-25
SP-166,UNAVAILABLE,391,2025-03-20
SP-163,440,$32.70,"Oct 01, 2024"
SP-162,314,$278.10,2025-05-25T00:00:00
SP-308,411,447.11,02/07/25
SP-395,39,135.22,2024-03-13
SP-218,383,$141.23,2024-07-27
SP-164,low stock,$354.44,2025-03-29
SP-128,low stock,15,"Nov 14, 2024"
SP-234,278,355,04/18/25
SP-296,379,286.94,2024-03-24T00:00:00
SP-460,407,294.77,"Dec 15, 2024"
SP-233,252,323.04,2024-02-25
SP-455,410,333.93,2024-06-10
SP-183,25,,"Jul 18, 2025"
SP-473,241,332,2025-02-14
SP-459,,$75.04,2024-07-06
SP-417,487,$68.46,2024-10-21
SP-315,334,$223.74,2025-07-18T00:00:00
SP-332,14,414.48,2025-02-03T00:00:00
SP-422,386,274.63,"Jul 03, 2024"
SP-166,low stock,$96.20,2025-06-13
SP-135,159,129.02,2024-09-09T00:00:00
SP-447,79,$221.43,2024-08-30
SP-329,291,179.8,"Mar 15, 2025"
SP-434,179,358.24,2024-02-15
SP-187,471,$32.71,2024-11-15
SP-433,106,$307.72,10/17/24
SP-225,192,322.69,"Dec 04, 2024"
SP-208,281,445.0,2025-07-21
SP-492,248,46.64,01/08/25
SP-136,None,94.41,"Jun 26, 2025"
SP-335,160,12.1,2024-02-11
SP-423,423,278.55,2024-02-05
SP-286,LOW,64.75,2025-03-13
SP-153,LOW,443.0,06/19/25
SP-207,363,435.76,04/11/25
SP-192,,,"Feb 15, 2025"
SP-282,199,109.81,2024-03-27
SP-328,Low Stock,125.99,2024-04-01
SP-308,157,99,"Jul 16, 2024"
SP-414,,$37.35,"Jul 03, 2025"
SP-357,424,162.15,"Aug 04, 2024"
SP-326,361,402.58,"Mar 22, 2025"
SP-205,478,417,2024-01-27
SP-477,76,$115.95,"Mar 14, 2025"
SP-318,291,301.68,"Dec 13, 2024"
SP-162,147,,05/02/24
SP-185,293,418.9,"Nov 11, 2024"
SP-231,232,47.59,"Mar 13, 2024"
SP-119,192,292.97,2025-07-30
SP-330,227,96.05,03/20/25
SP-289,224,128.73,12/11/24
SP-289,,240.76,2024-02-29
SP-241,24,$16.96,"Oct 13, 2024"
SP-214,260,123.23,"Jun 11, 2025"
SP-443,160,302,2024-03-19T00:00:00
SP-331,None,$445.24,03/14/24
SP-357,131,$24.28,2025-05-12
SP-284,367,$92.39,06/24/24
SP-357,68,397.67,2025-04-21
SP-410,189,$420.23,2025-04-18T00:00:00
SP-164,,$394.05,2025-02-27
SP-256,498,408,"Mar 29, 2025"
SP-426,302,295,03/05/25
SP-101,423,$44.30,"May 29, 2025"
SP-139,238,139.39,10/14/24
SP-366,269,296.37,03/22/25
SP-299,269,187.21,07/08/24
SP-287,,$286.34,2024-06-12
SP-234,171,439.47,2024-12-25
SP-157,low stock,358.26,2024-02-11
SP-256,325,$340.55,05/30/25
SP-423,20,$24.11,2024-11-09
SP-225,191,$422.38,"May 20, 2025"
SP-114,493,369,2024-06-11
SP-262,44,437,2025-02-25T00:00:00
SP-310,390,42.49,"Oct 11, 2024"
SP-367,251,$424.63,08/25/24
SP-487,272,19.51,"May 12, 2025"
SP-461,,152.47,"Oct 31, 2024"
SP-127,,$60.87,"Feb 02, 2025"
SP-406,425,138.24,2025-06-14
SP-125,415,11,"Apr 12, 2025"
SP-229,None,328.42,"Mar 05, 2024"
SP-482,Low Stock,101,2024-12-09
SP-351,32,350.65,2024-02-08T00:00:00
SP-326,Out of Stock,$23.44,2024-09-14
SP-120,Out of Stock,78,2024-07-06
SP-422,69,$146.82,12/21/24
SP-252,354,151.77,"Oct 17, 2024"
SP-424,,410.02,2024-02-29
SP-422,UNAVAILABLE,$356.98,2024-04-11
SP-499,,162,"Mar 26, 2025"
SP-133,120,188.86,01/04/25
SP-380,352,390,"Jul 29, 2025"
SP-317,Low Stock,112.2,2024-01-22
SP-172,468,115.59,06/03/24
SP-323,150,$240.59,2024-06-23
SP-447,487,384.0,05/01/25
SP-181,378,126.53,"Jun 30, 2024"
SP-235,None,,2025-03-19
SP-123,159,145,2024-03-13
SP-241,267,420,"Feb 10, 2025"
SP-195,119,,"Sep 06, 2024"
SP-137,389,$358.33,2025-03-09T00:00:00
SP-334,118,377.04,2024-11-10
SP-408,83,173.82,2024-12-04
SP-343,12,$163.03,"Feb 28, 2025"
SP-417,296,$354.87,06/02/24
SP-266,None,298.93,"Aug 29, 2024"
SP-352,238,65.51,"Aug 17, 2024"
SP-187,None,$333.67,06/25/25
SP-147,371,20,"Jul 12, 2024"
SP-262,57,380.8,01/16/24
SP-231,498,293.94,2025-02-12
SP-339,,218.54,06/05/24
SP-291,16,$413.14,2024-11-21
SP-198,471,$359.85,2025-04-12
SP-157,147,$242.53,2024-09-30
SP-141,465,408.86,"May 09, 2024"
SP-314,440,369.51,"Jan 25, 2025"
SP-425,168,117,04/17/25
SP-388,403,$432.19,2024-10-15
SP-389,183,39.78,2024-03-27
SP-349,436,$338.56,"Aug 04, 2024"
SP-436,122,$238.82,"Feb 02, 2024"
SP-264,None,$147.58,2025-02-19
SP-181,309,307.18,"Apr 11, 2024"
SP-469,,388.6,"Sep 02, 2024"
SP-314,9,253.96,2024-01-03
SP-447,361,$144.30,2025-07-05
SP-274,87,100.95,2024-07-08
SP-461,280,155.15,2024-10-14
SP-425,464,$101.85,"Feb 07, 2024"
SP-312,187,$266.15,2025-03-28
SP-481,341,$17.99,2024-05-24
SP-266,low stock,393.6,2024-06-30T00:00:00
SP-232,78,,"Jan 07, 2025"
SP-173,,$384.58,03/22/24
SP-187,249,124,2025-04-26
SP-235,338,133.25,"Jun 09, 2025"
SP-425,UNAVAILABLE,446.3,2024-03-17
SP-254,low stock,185.95,"Jun 06, 2024"
SP-339,367,218.01,2024-06-15
SP-401,243,73.17,"May 06, 2025"
SP-467,254,,04/22/24
SP-147,18,$309.40,02/20/25
SP-131,176,$66.64,2025-02-26
SP-450,473,210.13,2024-07-16
SP-178,low stock,,"Jun 19, 2024"
SP-185,304,$271.60,2025-03-03
SP-479,163,424.45,2024-05-31
SP-323,464,173.14,2025-06-02
SP-195,UNAVAILABLE,381.81,2024-09-22
SP-361,,$15.12,2025-01-20
SP-114,Low Stock,$105.58,2025-05-06
SP-185,216,$371.94,2025-01-22
SP-242,208,152,2025-04-09
SP-196,250,194.6,2024-11-30
SP-125,None,62.55,08/06/24
SP-226,70,$377.90,2024-04-22
SP-181,368,$51.47,"Nov 02, 2024"
SP-215,221,326.75,09/18/24
SP-197,,30,"Feb 25, 2025"
SP-428,229,159.53,2024-04-18
SP-174,204,378.18,02/08/25
SP-232,low stock,435.51,06/25/24
SP-404,154,329.63,"Oct 02, 2024"
SP-370,125,63,2024-11-01
SP-360,434,71,"Mar 17, 2024"
SP-213,241,209.16,"Aug 08, 2024"
SP-497,37,369.54,2025-07-02
SP-410,476,$378.88,"Aug 15, 2024"
SP-297,186,190.72,2024-06-22
SP-112,low stock,17.64,2024-12-06
SP-106,449,402.28,"Feb 19, 2024"
SP-178,244,,2024-12-04
SP-262,54,305.72,2025-07-08
SP-395,444,347.06,08/02/24
SP-286,60,167.98,2025-01-25
SP-230,247,52.02,"Jul 21, 2024"
SP-196,456,357.34,"Apr 08, 2025"
SP-274,UNAVAILABLE,$326.57,"Feb 28, 2024"
SP-331,254,$405.53,"Apr 10, 2024"
SP-158,191,$160.14,2024-08-21
SP-413,Out of Stock,300.26,07/06/24
SP-306,84,299.87,2024-08-24
SP-439,110,173.57,2024-08-27
SP-328,306,343.36,"Mar 25, 2024"
SP-450,354,$358.62,06/17/25
SP-245,130,$137.09,"Nov 29, 2024"
SP-407,398,229,2024-09-24
SP-209,Low Stock,304.2,02/07/24
SP-220,,$140.54,2024-01-14
SP-168,163,,2025-04-21T00:00:00
SP-109,410,312.48,2025-05-08
SP-352,287,,2024-03-21
SP-282,369,27.48,09/30/24
SP-108,407,417.22,2025-03-30T00:00:00
SP-434,441,180.65,01/15/25
SP-318,low stock,300,2025-07-25
SP-181,202,,"Apr 10, 2024"
SP-222,276,$377.70,"May 03, 2025"
SP-416,281,253.36,2025-02-16
SP-341,413,$196.26,"May 09, 2025"
SP-216,,373.95,"Jan 31, 2025"
SP-324,454,328.41,"Jun 15, 2024"
SP-388,26,$58.85,2025-01-26
SP-346,192,180,2025-03-21
SP-323,353,359.91,2025-07-13
SP-359,271,$64.25,05/19/25
SP-228,None,47.84,2024-01-23
SP-161,30,388.26,2024-02-04
SP-380,Out of Stock,$374.44,"Apr 23, 2025"
SP-220,Out of Stock,135,2025-04-30
SP-394,321,,02/16/25
SP-286,415,12.95,2025-05-23
SP-405,low stock,67,"Apr 25, 2024"
SP-363,487,$356.12,2024-07-01T00:00:00
SP-409,205,41.87,"Mar 11, 2024"
SP-254,319,114.68,2024-12-16
SP-359,413,77.49,2024-04-08
SP-401,,264.5,"Aug 12, 2024"
SP-454,425,281.86,2024-01-22T00:00:00
SP-438,None,247,"Mar 01, 2025"
SP-341,414,127.27,2025-03-17
SP-440,482,$110.43,02/15/24
SP-404,UNAVAILABLE,$247.40,2024-07-11
SP-498,296,$339.50,2025-01-05
SP-480,Out of Stock,127.36,"May 15, 2024"
SP-266,LOW,287.47,04/06/24
SP-360,,328.57,"Oct 23, 2024"
SP-443,,340.73,2024-06-12
SP-417,23,256,"Oct 28, 2024"
SP-184,246,$45.63,2024-11-22
SP-434,144,$38.31,"Jul 21, 2024"
SP-498,Low Stock,$248.34,2024-05-22
SP-194,356,194.43,02/22/25
SP-358,384,$294.66,03/29/25
SP-309,Out of Stock,197.66,04/11/24
SP-352,84,332,2024-04-08
SP-450,Out of Stock,$411.09,"Jan 21, 2025"
SP-470,364,419.13,2025-06-15T00:00:00
SP-119,,$200.53,2025-07-20
SP-392,62,297.61,"Nov 14, 2024"
SP-418,249,141.52,2025-03-23
SP-204,330,392.71,2024-06-03
SP-160,458,385.05,2024-03-29
SP-497,93,$197.38,02/18/24
SP-431,463,$353.23,2025-06-11
SP-190,480,,2025-02-23
SP-410,313,415,"Jan 27, 2025"
SP-175,None,$363.14,2024-01-13
SP-124,32,221.53,2024-09-15
SP-210,422,$249.22,2024-03-28
SP-239,274,$330.67,06/05/25
SP-132,Out of Stock,$47.86,2024-01-03T00:00:00
SP-297,182,145.25,"Mar 05, 2025"
SP-204,74,,"Jul 04, 2024"
SP-296,356,$247.72,"Mar 01, 2024"
SP-288,88,$286.52,2024-04-10
SP-469,322,$194.15,2024-06-10
SP-496,220,417.08,01/20/24
SP-265,267,8.31,"Feb 14, 2025"
SP-195,214,$442.07,07/21/24
SP-143,Low Stock,397.51,2024-11-20
SP-339,None,$96.50,2024-11-19
SP-443,low stock,157,"Jun 14, 2025"
SP-249,486,375,04/01/25
SP-471,396,$74.47,2025-07-04
SP-121,160,$387.80,04/03/24
SP-148,None,301.03,2024-12-18
SP-163,,68.94,05/21/25
SP-352,464,$174.91,2025-05-29T00:00:00
SP-101,,235,2024-02-14
SP-413,Low Stock,$422.60,"Jan 05, 2025"
SP-442,220,300,"Mar 09, 2024"
SP-263,322,194.05,"Jan 04, 2025"
SP-383,low stock,175,2025-05-26
SP-292,Low Stock,250,09/30/24
SP-275,,$99.26,2025-07-31T00:00:00
SP-299,293,378,2025-07-04
SP-284,260,242.28,2024-01-15
SP-198,230,223.54,2024-07-24
SP-156,198,$364.18,"Mar 23, 2025"
SP-452,,$5.63,2024-01-07
SP-496,288,283.79,2024-09-18
SP-409,173,94.7,05/15/24
SP-469,179,384,2024-09-10T00:00:00
SP-337,472,224.42,"Mar 08, 2024"
SP-388,,$273.83,2025-03-11
SP-339,326,$286.56,2024-08-13
SP-214,225,167.33,12/14/24
SP-455,195,$364.29,2024-05-18
SP-271,399,$398.72,2024-06-23T00:00:00
SP-375,351,$20.52,2024-01-10T00:00:00
SP-289,188,$305.84,2024-01-08T00:00:00
SP-320,490,184.35,2024-08-03
SP-456,414,155.94,2024-09-30
SP-143,299,247.38,"Jan 17, 2024"
SP-380,low stock,$288.89,2025-01-30
SP-484,35,299.43,"May 07, 2024"
SP-386,251,345,2024-12-29
SP-180,417,$284.57,"May 10, 2025"
SP-347,low stock,110.2,"Apr 22, 2025"
SP-252,419,$56.86,11/01/24
SP-443,49,332.14,05/27/24
SP-155,112,444,2025-04-21
SP-237,441,$387.47,2024-04-11
SP-360,346,386.77,2024-01-28T00:00:00
SP-110,149,$119.79,2024-05-14T00:00:00
SP-317,475,392.13,2024-11-28
SP-320,490,256.84,"Apr 07, 2024"
SP-429,low stock,$298.18,06/10/24
SP-494,UNAVAILABLE,289.41,"Nov 30, 2024"
SP-222,211,429.23,2024-03-30
SP-328,337,,04/09/25
SP-168,Low Stock,393.33,05/14/24
SP-255,Out of Stock,186,2025-01-31
SP-236,225,440.78,2025-02-03
SP-481,127,$139.07,2025-07-08T00:00:00
SP-391,Out of Stock,$83.25,2024-02-28
SP-199,413,$399.01,"Jul 16, 2025"
SP-145,336,,2024-08-22
SP-317,426,297.46,2024-01-11
SP-287,283,$324.60,2025-05-10T00:00:00
SP-306,466,$184.45,2024-02-17T00:00:00
SP-467,35,400.87,2024-08-21
SP-230,12,330,"May 08, 2025"
SP-209,79,5.22,"Jun 02, 2024"
SP-193,140,193.1,01/29/25
SP-281,,394,03/08/25
SP-215,196,206.36,2025-02-25
SP-160,304,$157.48,2024-07-19T00:00:00
SP-440,77,91.13,2024-09-06T00:00:00
SP-334,301,157,05/03/25
SP-302,491,73.65,2024-03-14
SP-375,459,382,2025-02-22
SP-214,40,$431.84,2025-06-08
SP-312,None,77.5,2024-01-05
SP-217,59,241,"Feb 14, 2025"
SP-471,147,380.66,01/21/25
SP-360,74,$227.92,2024-02-10T00:00:00
SP-402,141,236,2024-05-20T00:00:00
SP-414,406,98.53,2024-04-22T00:00:00
SP-239,low stock,32,2025-01-28T00:00:00
SP-119,161,214.42,2025-02-08T00:00:00
SP-261,324,$53.31,2025-04-13
SP-467,39,$413.06,"Mar 18, 2025"
SP-473,410,258.18,2024-03-07T00:00:00
SP-402,55,$388.47,2024-07-19
SP-440,357,$90.90,2024-09-13
SP-170,400,$48.14,2024-01-14
SP-118,264,$167.00,2025-06-11
SP-273,,89.95,"Apr 03, 2024"
SP-427,320,$441.69,"Aug 30, 2024"
SP-262,120,245.07,2024-09-07T00:00:00
SP-265,277,235.14,2024-09-01
SP-109,95,391,2024-06-09
SP-424,low stock,431.15,"Oct 19, 2024"
SP-438,493,$157.39,2024-11-18
SP-229,421,416.99,2025-03-26
SP-271,,16.76,"Sep 18, 2024"
SP-210,177,$426.67,"Aug 02, 2024"
SP-281,472,99.35,"Dec 08, 2024"
SP-322,45,270.61,2025-06-07T00:00:00
SP-234,489,412.16,2024-06-06T00:00:00
SP-411,162,$228.93,"Sep 18, 2024"
SP-407,98,91.2,2025-01-08
SP-445,72,$212.82,2025-07-04
SP-192,Out of Stock,188.68,02/11/24
SP-460,,$134.54,04/05/24
SP-198,396,,"May 12, 2024"
SP-146,151,$227.45,"May 06, 2025"
SP-467,314,10,2024-09-02
SP-358,107,50.05,2025-02-25
SP-381,491,$397.75,"Jul 30, 2024"
SP-230,198,$79.19,2024-12-23
SP-103,204,$190.20,2024-10-23
SP-360,LOW,71.54,2024-04-01
SP-213,,105,2025-01-19T00:00:00
SP-478,243,46.32,"Sep 29, 2024"
SP-110,,22.91,05/29/24
SP-314,180,442.34,"Feb 20, 2025"
SP-277,,$445.43,2024-05-18
SP-458,134,$430.27,04/20/25
SP-450,145,236.84,2024-10-11
SP-287,220,317.0,2025-06-05
SP-420,269,$423.02,2025-03-20
SP-427,Low Stock,,"Feb 28, 2024"
SP-321,369,$329.97,2025-06-14
SP-406,107,$212.15,"Dec 17, 2024"
SP-456,340,323.3,03/03/24
SP-361,317,440.99,"Oct 06, 2024"
SP-155,97,23.45,"May 29, 2025"
SP-180,371,$13.04,09/21/24
SP-208,,343.08,11/10/24
SP-355,7,326.72,"May 24, 2024"
SP-177,,$43.69,2024-06-04
SP-295,97,85,2025-04-16T00:00:00
SP-192,LOW,$69.28,2024-05-28
SP-135,,$438.95,"Dec 26, 2024"
SP-155,,210.96,2025-05-17
SP-419,139,217,06/19/25
SP-436,247,$409.27,"Oct 05, 2024"
SP-295,,203.67,2024-09-22
SP-291,UNAVAILABLE,152.27,"May 26, 2024"
SP-427,240,74.65,2024-04-28
SP-496,331,119.73,"Aug 06, 2024"
SP-282,210,$197.08,"Feb 23, 2025"
SP-393,low stock,344,"Jun 12, 2025"
SP-395,390,49.79,11/10/24
SP-349,170,391.29,2025-07-05
SP-484,170,341,02/09/25
SP-356,366,$209.85,05/17/24
SP-257,130,50.42,2024-03-10
SP-483,,149.84,"Oct 13, 2024"
SP-278,23,286.6,2025-01-21T00:00:00
SP-325,212,$205.85,03/05/24
SP-221,350,348,11/06/24
SP-442,Low Stock,167.53,2024-08-29
SP-321,Out of Stock,53.49,05/05/24
SP-105,152,86.29,2025-03-15
SP-191,447,244.91,2024-04-24T00:00:00
SP-250,,418.85,07/12/24
SP-488,54,326.86,"Apr 23, 2025"
SP-247,242,305,"Nov 19, 2024"
SP-425,41,301,2024-04-26T00:00:00
SP-242,389,,2024-11-11
SP-333,UNAVAILABLE,$371.16,2024-01-05T00:00:00
SP-376,439,93.99,2024-06-03
SP-120,238,$106.98,"Jul 24, 2024"
SP-297,299,214.37,"Mar 16, 2025"
SP-371,Low Stock,121,2024-01-21
SP-452,Out of Stock,72.74,06/17/24
SP-133,193,25.73,2024-10-18
SP-337,None,117.2,10/25/24
SP-120,418,$370.58,2025-03-24
SP-327,183,226.95,12/30/24
SP-289,low stock,302,06/14/25
SP-412,,49,2025-07-18
SP-411,None,250.97,2024-12-06T00:00:00
SP-465,Out of Stock,448.66,2025-07-27
SP-147,229,263.36,"Jul 22, 2025"
SP-242,63,$171.22,2024-06-15
SP-192,197,15,2024-03-05
SP-251,294,78.32,"Jan 06, 2025"
SP-475,500,382.91,"Jun 23, 2024"
SP-285,362,$224.06,2025-04-20
SP-203,307,$298.90,"May 31, 2025"
SP-356,80,372.11,2024-11-09
SP-392,186,,2024-11-17
SP-157,499,147.2,08/12/24
SP-118,38,$297.21,2025-03-17
SP-148,,,2025-06-25
SP-400,,313.77,"Nov 15, 2024"
SP-166,,$348.10,07/08/25
SP-440,204,270,2024-12-18T00:00:00
SP-315,,145.53,2024-06-22
SP-295,407,340.48,04/09/24
SP-339,UNAVAILABLE,126.15,2025-01-11
SP-297,183,$353.81,"Jun 10, 2024"
SP-208,484,372.99,2024-07-11
SP-488,113,439,"Oct 15, 2024"
SP-111,189,$28.46,2025-04-01
SP-497,UNAVAILABLE,220.34,2025-01-21
SP-367,UNAVAILABLE,413.47,"Feb 26, 2024"
SP-291,250,48,"Feb 03, 2024"
SP-132,349,$152.85,2024-08-04
SP-185,340,444.34,09/15/24
SP-476,99,442.93,2025-06-23
SP-322,173,289,2024-11-10
SP-118,128,310.69,"Apr 20, 2024"
SP-373,443,$253.71,"Feb 18, 2025"
SP-261,483,174.68,"Apr 26, 2024"
SP-459,298,196.12,2024-10-31
SP-376,LOW,31.58,2024-05-27T00:00:00
SP-282,405,133,01/21/25
SP-286,low stock,390.45,2024-07-24
SP-235,107,$267.46,2025-03-05
SP-225,345,$416.99,07/24/24
SP-135,493,178.4,"Jun 26, 2025"
SP-337,8,$94.63,2024-02-07T00:00:00
SP-327,160,$379.00,03/19/24
SP-170,29,250.64,2025-02-16
SP-328,,358,"Jul 07, 2024"
SP-225,low stock,23.81,2024-01-03
SP-271,46,302,2024-03-21
SP-352,70,112,2024-04-19
SP-258,28,$116.98,2024-10-03
SP-377,188,$209.49,2024-04-16
SP-345,95,336.55,2025-02-16T00:00:00
SP-432,,$335.65,"Dec 12, 2024"
SP-294,161,178.33,2025-05-31T00:00:00
SP-212,,406,"Jul 19, 2025"
SP-184,LOW,$148.19,"Sep 20, 2024"
SP-396,249,192.26,"Jul 23, 2025"
SP-320,Low Stock,441.01,"Apr 06, 2024"
SP-482,405,$73.96,"Feb 22, 2024"
SP-353,29,$371.89,2024-03-02
SP-480,Out of Stock,$200.97,2024-04-14
SP-203,LOW,$7.74,"Nov 16, 2024"
SP-362,425,$6.44,"Jun 23, 2025"
SP-230,34,$444.90,2024-10-17
SP-237,,85.09,2025-01-19
SP-191,142,106.06,2025-07-21
SP-221,438,180.01,"Jan 31, 2025"
SP-279,Out of Stock,188,10/23/24
SP-402,362,$132.88,2025-04-30
SP-113,334,$314.77,"Nov 29, 2024"
SP-136,445,$25.25,2025-01-10
SP-257,382,220.21,"Feb 20, 2025"
SP-132,330,$340.51,2025-03-29
SP-313,LOW,341.02,2024-07-14
SP-393,158,$68.90,"Aug 21, 2024"
SP-376,low stock,$94.53,2024-02-07
